session,treatment,period,id,type,v,payoff,pay0,pay1,cv,cd,totalOtherV,R0,endowment,payScale
2024-10-17-121557,3,4,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,4,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,4,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,4,4,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,4,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,4,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,4,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,4,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,4,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,4,10,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,5,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,5,2,1,1,15,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,5,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,5,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,5,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,5,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,5,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,5,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,5,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,5,10,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,6,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,6,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,6,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,6,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,6,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,6,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,6,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,6,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,6,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,6,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,7,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,7,2,1,1,15,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,7,3,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,7,4,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,7,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,7,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,7,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,7,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,7,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,7,10,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,8,1,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,8,2,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,8,3,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,8,4,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,8,5,2,1,15,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,8,6,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,8,7,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,8,8,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,8,9,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,8,10,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,9,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,9,2,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,9,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,9,4,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,9,5,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,9,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,9,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,9,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,9,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,9,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,10,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,10,2,1,1,15,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,10,3,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,10,4,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,10,5,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,10,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,10,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,10,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,10,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,10,10,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,11,1,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,11,2,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,11,3,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,11,4,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,11,5,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,11,6,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,11,7,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,11,8,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,11,9,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,11,10,2,1,15,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,12,1,1,1,15,18,15,1,3,5,1.5,6,3
2024-10-17-121557,3,12,2,1,1,15,18,15,1,3,5,1.5,6,3
2024-10-17-121557,3,12,3,2,1,15,18,15,1,7,5,1.5,6,3
2024-10-17-121557,3,12,4,2,1,15,18,15,1,7,5,1.5,6,3
2024-10-17-121557,3,12,5,2,1,15,18,15,1,7,5,1.5,6,3
2024-10-17-121557,3,12,6,2,0,18,18,15,1,7,6,1.5,6,3
2024-10-17-121557,3,12,7,1,0,18,18,15,1,3,6,1.5,6,3
2024-10-17-121557,3,12,8,1,0,18,18,15,1,3,6,1.5,6,3
2024-10-17-121557,3,12,9,1,0,18,18,15,1,3,6,1.5,6,3
2024-10-17-121557,3,12,10,2,1,15,18,15,1,7,5,1.5,6,3
2024-10-17-121557,3,13,1,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,13,2,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,13,3,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,13,4,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,13,5,2,1,15,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,13,6,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,13,7,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,13,8,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,13,9,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,13,10,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,14,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,14,2,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,14,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,14,4,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,14,5,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,14,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,14,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,14,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,14,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,14,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,15,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,15,2,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,15,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,15,4,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,15,5,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,15,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,15,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,15,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,15,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,15,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,16,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,16,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,16,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,16,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,16,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,16,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,16,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,16,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,16,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,16,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,17,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,17,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,17,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,17,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,17,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,17,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,17,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,17,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,17,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,17,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,18,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,18,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,18,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,18,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,18,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,18,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,18,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,18,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,18,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,18,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,19,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,19,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,19,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,19,4,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,19,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,19,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,19,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,19,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,19,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,19,10,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,20,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,20,2,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,20,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,20,4,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,20,5,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,20,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,20,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,20,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,20,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,20,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,21,1,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,21,2,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,21,3,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,21,4,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,21,5,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,21,6,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,21,7,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,21,8,1,1,15,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,21,9,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,21,10,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,22,1,1,0,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,22,2,1,0,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,22,3,2,0,11,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,22,4,2,0,11,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,22,5,2,0,11,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,22,6,2,0,11,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,22,7,1,0,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,22,8,1,0,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,22,9,1,0,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,22,10,2,0,11,11,15,1,7,0,1.5,6,3
2024-10-17-121557,3,23,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,23,2,1,1,15,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,23,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,23,4,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,23,5,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,23,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,23,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,23,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,23,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,23,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,24,1,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,24,2,1,1,15,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,24,3,2,1,15,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,24,4,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,24,5,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,24,6,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,24,7,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,24,8,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,24,9,1,0,16.5,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,24,10,2,0,14.5,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,25,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,25,2,1,1,15,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,25,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,25,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,25,5,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,25,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,25,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,25,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,25,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,25,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,26,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,26,2,1,1,15,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,26,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,26,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,26,5,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,26,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,26,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,26,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,26,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,26,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,27,1,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,27,2,1,1,15,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,27,3,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,27,4,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,27,5,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,27,6,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,27,7,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,27,8,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,27,9,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,27,10,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,28,1,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,28,2,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,28,3,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,28,4,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,28,5,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,28,6,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,28,7,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,28,8,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,28,9,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,28,10,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,29,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,29,2,1,1,15,16.5,15,1,3,2,1.5,6,3
2024-10-17-121557,3,29,3,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,29,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,29,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,29,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,29,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,29,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,29,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,29,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,30,1,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,30,2,1,1,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,30,3,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,30,4,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,30,5,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,30,6,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,30,7,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,30,8,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,30,9,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,30,10,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,31,1,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,31,2,1,1,15,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,31,3,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,31,4,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,31,5,2,1,15,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,31,6,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,31,7,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,31,8,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,31,9,1,0,18,18,15,1,3,4,1.5,6,3
2024-10-17-121557,3,31,10,2,0,18,18,15,1,7,4,1.5,6,3
2024-10-17-121557,3,32,1,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,32,2,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,32,3,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,32,4,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,32,5,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,32,6,2,0,17,17,15,1,7,3,1.5,6,3
2024-10-17-121557,3,32,7,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,32,8,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,32,9,1,0,17.6,17.6,15,1,3,3,1.5,6,3
2024-10-17-121557,3,32,10,2,1,15,14.5,15,1,7,2,1.5,6,3
2024-10-17-121557,3,33,1,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,33,2,1,1,15,15,15,1,3,0,1.5,6,3
2024-10-17-121557,3,33,3,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,33,4,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,33,5,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,33,6,2,0,12.6,12.6,15,1,7,1,1.5,6,3
2024-10-17-121557,3,33,7,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,33,8,1,0,15.7,15.7,15,1,3,1,1.5,6,3
2024-10-17-121557,3,33,9,1,0,15.7,15.7,15,1,3,1,1.5,6,3
